ID,Fecha de Nacimiento,Edad,Estado Civil,Género,Numero de Hijos,Departamento,Posición,Pos-género,Salario Base Anual,C. desplazamiento,Horas Extras,€/h xtra,C. Objetivos,Salario total anual,Fecha de Contratación,Antigüedad,Antigüedad Binner,H.FormaciónXantigüedad,Rotaciones,Horas absentismo último año,Nivel de estudios,Teletrabajo,Performace,Engagement,Int.teletrabajo,Int.Nivel de estudios,Int. Posición-Gen,Int.Departamento,Int.Género,Int.Estado Civil
2486,1989-11-04,41,Soltero,Mujer,0,Producción,Manager,Técnico Nivel A,28000,1381,27,399,0,29780,2017-04-28,4,2-4,47.9,1,0,Grado,NO,38.8,3.7,1,2,4,9,0,0
2487,2002-06-16,28,Soltero,Mujer,1,Comercial,Comercial,Técnico Nivel A,28000,1380,28,414,0,29794,2016-02-17,5,4-6,44.6,2,1,Grado,NO,62.7,0.9,1,2,4,7,0,0
2488,1961-08-11,64,Casado,Mujer,0,Soporte y Mantenimiento,Técnico de Soporte,Técnico Nivel B,31000,1478,39,579,0,33058,2011-06-17,10,>8,20,0,4,Grado,NO,36.2,1.6,1,2,6,8,0,1
2490,2006-11-09,24,Casado,Mujer,1,Recursos Humanos,Manager,Técnico Nivel A,28000,1308,26,389,0,29697,2016-11-09,4,2-4,41.6,2,1,Máster,NO,48.7,3.5,1,3,4,3,0,1
2491,1997-07-10,36,Casado,Mujer,3,Producción,Operario,Técnico Nivel C,17000,0,48,869,0,17869,2019-02-07,2,<2,80.4,2,3,Máster,NO,58.6,2.5,1,3,8,9,0,1
2494,2000-08-24,26,Soltero,Mujer,1,Producción,Operario,Operario,25000,1293,36,358,2584,29235,2012-12-06,8,>8,24.5,1,4,Grado,NO,15.9,3.2,1,2,11,9,0,0
2497,1999-11-24,32,Soltero,Mujer,0,Producción,Operario,Comercial,17000,972,48,482,1790,20245,2017-11-24,3,2-4,46.7,0,4,Grado,NO,58.1,2.4,1,2,9,9,0,0
2498,1967-04-19,62,Casado,Mujer,0,Soporte y Mantenimiento,Técnico de Soporte,Administrativo,17000,0,25,250,0,17250,2015-03-26,6,4-6,49.3,0,1,Máster,NO,19.8,0.4,1,3,7,8,0,1
2501,1974-01-25,56,Casado,Mujer,2,Soporte y Mantenimiento,IT Soporte Interno,Administrativo,17000,0,38,376,0,17376,2016-06-10,5,4-6,21.2,1,0,Máster,NO,33.5,1.3,1,3,7,8,0,1
2505,1998-10-11,26,Casado,Mujer,0,Comercial,Comercial,Operario,25000,1209,34,345,7,26562,2011-01-16,10,>8,20.8,2,3,Grado,NO,82.7,1.2,1,2,11,7,0,1
2507,1997-11-02,33,Soltero,Mujer,0,Producción,Operario,Técnico Nivel C,17000,0,36,651,0,17651,2016-05-29,5,4-6,20.2,3,4,FP Medio,SI,53.5,3.9,0,0,8,9,0,0
2511,2008-10-08,23,Soltero,Mujer,1,Comercial,Manager,Operario,25000,1261,31,307,1179,27746,2017-08-21,4,2-4,42.7,1,3,Máster,NO,74.7,1,1,3,11,7,0,0
2513,2006-09-05,21,Soltero,Mujer,2,Producción,Operario,Operario,25000,1295,25,251,2276,28822,2013-10-09,8,>8,32.3,1,2,Máster,NO,34.6,2.8,1,3,11,9,0,0
2514,1985-06-03,38,Soltero,Mujer,0,Soporte y Mantenimiento,IT Soporte Interno,Técnico Nivel B,31000,1445,34,507,0,32952,2009-11-22,11,>8,32.2,2,1,Máster,NO,38.2,1.9,1,3,6,8,0,0
2519,1991-05-17,30,Casado,Mujer,1,Comercial,Comercial,Operario,25000,1224,26,260,2443,28926,2007-04-30,14,>8,30.1,1,2,Máster,NO,73.6,1.7,1,3,11,7,0,1
2529,1990-05-17,34,Soltero,Mujer,1,Comercial,Comercial,Comercial,17000,966,49,493,978,19437,2010-01-01,11,>8,24.7,1,3,FP Superior,NO,57.5,2.4,1,1,9,7,0,0
2531,2000-02-11,24,Soltero,Mujer,0,Producción,Operario,Operario,25000,1243,31,309,1378,27930,2010-09-03,11,>8,20.2,1,4,Máster,NO,50.1,2.7,1,3,11,9,0,0
2535,1990-09-23,43,Casado,Mujer,0,Producción,Técnico Nivel C,Administrativo,17000,0,36,362,0,17362,2019-12-16,1,<2,73.6,0,1,Máster,NO,15.1,4.8,1,3,7,9,0,1
2536,2005-12-21,25,Soltero,Mujer,0,Compras,Técnico Nivel B,Comercial,17000,978,50,499,600,19078,2017-01-04,4,2-4,44.8,0,2,FP Superior,NO,21.6,2,1,1,9,6,0,0
2537,1981-05-18,46,Casado,Mujer,2,IT,Técnico de Soporte,Ingeniero I+D,45000,0,36,1204,0,46204,2013-09-20,8,>8,33.9,1,0,FP Superior,NO,52.3,2.5,1,1,0,4,0,1
2539,1968-07-15,55,Casado,Mujer,2,Producción,Operario,Operario,25000,1259,30,304,407,26970,2009-07-26,12,>8,28.2,1,5,Máster,NO,43.2,3.3,1,3,11,9,0,1
2549,1984-02-12,41,Soltero,Mujer,0,Recursos Humanos,Manager,Administrativo,17000,0,38,380,0,17380,2010-12-16,10,>8,23.6,1,0,Máster,NO,65.8,6.5,1,3,7,3,0,0
2551,1992-10-01,41,Soltero,Mujer,0,Producción,Operario,Comercial,17000,978,47,468,305,18751,2019-11-24,1,<2,76.5,0,4,Grado,NO,26,3.1,1,2,9,9,0,0
2553,1998-11-02,24,Casado,Mujer,0,Producción,Operario,Técnico Nivel A,28000,1358,28,416,0,29774,2009-03-27,12,>8,28,2,1,Máster,NO,38.2,3.4,1,3,4,9,0,1
2556,2003-10-24,25,Soltero,Mujer,0,IT,Técnico de Soporte,Operario,25000,1284,30,299,2634,29217,2014-12-05,6,4-6,21.4,1,4,Máster,NO,47.7,1.8,1,3,11,4,0,0
2557,2001-08-30,28,Soltero,Mujer,0,Producción,Operario,Operario,25000,1200,38,383,1896,28479,2015-05-15,6,4-6,34.4,2,4,Máster,NO,34,2,1,3,11,9,0,0
2559,1993-03-28,34,Soltero,Mujer,1,Comercial,Técnico Nivel C,Administrativo,17000,0,33,331,0,17331,2013-03-03,8,>8,32.6,0,1,FP Superior,SI,58,1.2,0,1,7,7,0,0
2561,1979-01-17,43,Soltero,Mujer,1,Compras,Técnico Nivel B,Técnico Nivel C,17000,0,44,794,0,17794,2008-08-02,13,>8,21.4,2,1,FP Medio,NO,24.5,2.1,1,0,8,6,0,0
2566,2002-08-24,28,Casado,Mujer,2,Producción,Operario,Técnico Nivel A,28000,1346,27,409,0,29754,2016-07-08,5,4-6,29.6,2,0,Máster,NO,23.4,2.6,1,3,4,9,0,1
2572,1979-12-11,51,Casado,Mujer,1,Producción,Operario,Administrativo,17000,0,27,273,0,17273,2016-11-21,4,2-4,72.1,0,1,Máster,NO,53.7,2.8,1,3,7,9,0,1
2578,1969-11-27,61,Casado,Mujer,1,Compras,Manager,Operario,25000,1213,31,306,791,27309,2017-06-19,4,2-4,41.1,2,1,Máster,NO,55,0.4,1,3,11,6,0,1
2579,1963-06-11,64,Casado,Mujer,0,Soporte y Mantenimiento,Técnico de Soporte,Técnico Nivel C,17000,0,40,713,0,17713,2013-09-01,8,>8,29.9,3,5,Máster,SI,10.2,1.4,0,3,8,8,0,1
2582,1977-11-10,48,Casado,Mujer,0,Administración y Finanzas,Administrativo,Administrativo,17000,0,26,262,0,17262,2011-09-26,10,>8,30.8,1,1,Grado,SI,45.2,1.6,0,2,7,5,0,1
2584,1994-11-08,32,Soltero,Mujer,0,Dirección,Manager,Técnico Nivel B,31000,1447,27,402,0,32849,2013-01-16,8,>8,24,1,2,Grado,NO,52.7,0.7,1,2,6,0,0,0
2585,1986-03-29,36,Casado,Mujer,0,Comercial,Comercial,Comercial,17000,980,43,428,1588,19996,2008-10-16,13,>8,32.6,1,2,Grado,NO,66.3,0.7,1,2,9,7,0,1
2591,1969-10-31,63,Casado,Mujer,0,Producción,Operario,Técnico Nivel A,28000,1382,27,401,0,29783,2018-09-19,3,2-4,65.6,3,1,Grado,NO,48,2.3,1,2,4,9,0,1
2595,1976-03-10,50,Soltero,Mujer,0,IT,Manager,Administrativo,17000,0,35,355,0,17355,2012-06-07,9,>8,31.2,1,1,Máster,SI,43.6,0.4,0,3,7,4,0,0
2599,1960-04-10,62,Casado,Mujer,0,Comercial,Comercial,Administrativo,17000,0,37,370,0,17370,2008-08-17,13,>8,26,0,1,Máster,NO,43.9,2.5,1,3,7,7,0,1
2600,1968-07-23,58,Casado,Mujer,0,Soporte y Mantenimiento,Gerente,Administrativo,17000,0,26,258,0,17258,2012-06-19,9,>8,38.7,0,1,FP Superior,NO,64.1,0.7,1,1,7,8,0,1
2601,1990-11-23,37,Soltero,Mujer,0,Comercial,Comercial,Operario,25000,1251,28,278,1536,28065,2014-01-15,7,6-8,138.9,0,2,Máster,NO,54.9,1.3,1,3,11,7,0,0
2603,2000-08-30,32,Soltero,Mujer,2,Soporte y Mantenimiento,Técnico de Soporte,Administrativo,17000,0,39,389,0,17389,2018-08-16,3,2-4,69,0,1,Grado,NO,17.9,0.8,1,2,7,8,0,0
2604,1985-09-23,42,Casado,Mujer,2,Soporte y Mantenimiento,Técnico de Soporte,Operario,25000,1233,39,390,2127,28750,2013-09-26,8,>8,37.6,0,1,Máster,NO,55.6,0.8,1,3,11,8,0,1
2615,1982-02-25,49,Casado,Mujer,1,Comercial,Administrativo,Operario,25000,1249,29,289,1461,27999,2017-05-04,4,2-4,65.6,2,4,Grado,NO,65.5,1.6,1,2,11,7,0,1
2616,1985-05-10,41,Soltero,Mujer,0,Producción,Operario,Operario,25000,1270,28,279,1773,28322,2012-03-03,9,>8,35.2,1,2,Máster,NO,47.4,2.3,1,3,11,9,0,0
2618,1991-01-10,32,Soltero,Mujer,2,IT,Técnico de Soporte,Administrativo,17000,0,27,266,0,17266,2009-04-30,12,>8,39.7,1,1,Grado,NO,28.8,1.5,1,2,7,4,0,0
2622,2005-10-28,24,Soltero,Mujer,1,Producción,Operario,Operario,25000,1239,39,392,1164,27794,2015-09-07,6,4-6,53,2,3,Máster,NO,24,2.5,1,3,11,9,0,0
2624,2004-11-20,27,Soltero,Mujer,0,Comercial,Comercial,Operario,25000,1290,39,386,2266,28942,2017-12-11,3,2-4,60.8,2,4,Grado,NO,64.7,1.3,1,2,11,7,0,0
2625,1999-08-23,24,Casado,Mujer,1,Dirección,Manager,Comercial,17000,985,34,340,1132,19457,2009-06-27,12,>8,33.4,1,1,FP Superior,NO,40.1,0.6,1,1,9,0,0,1
2630,1995-06-05,33,Soltero,Mujer,2,Comercial,Manager,Manager,18000,0,30,0,0,18000,2010-11-14,10,>8,37.6,1,3,FP Superior,NO,68.9,1.3,1,1,12,7,0,0
2630,2000-04-28,33,Soltero,Mujer,2,Comercial,Manager,Manager,18000,0,30,0,0,18000,2015-10-08,6,4-6,49.3,0,0,Máster,NO,64.8,0.3,1,3,12,7,0,0
2632,1991-10-13,40,Soltero,Mujer,1,Producción,Operario,Operario,25000,1266,35,349,743,27358,2017-11-14,3,2-4,51,2,2,Máster,NO,21,4,1,3,11,9,0,0
2633,1962-09-30,63,Casado,Mujer,5,Producción,Técnico Nivel A,Administrativo,17000,0,36,360,0,17360,2011-07-20,10,>8,32.4,0,1,Máster,NO,53.2,2.4,1,3,7,9,0,1
2634,1970-01-02,57,Casado,Mujer,1,Producción,Operario,Técnico Nivel A,28000,1347,26,385,0,29732,2012-07-30,9,>8,21.8,2,1,Máster,NO,61.2,3.8,1,3,4,9,0,1
2637,1985-04-27,48,Soltero,Mujer,0,Producción,Manager,IT Soporte Interno,16000,0,47,466,0,16466,2019-01-25,2,<2,79,1,7,Máster,NO,47,3.2,1,3,5,9,0,0
2638,1992-11-19,33,Soltero,Mujer,1,Comercial,Manager,Comercial,17000,995,40,405,944,19344,2012-04-22,9,>8,33.8,0,0,Grado,NO,79,1.7,1,2,9,7,0,0
2639,2010-10-27,21,Soltero,Mujer,2,Soporte y Mantenimiento,Técnico de Soporte,Administrativo,17000,0,38,379,0,17379,2017-12-23,3,2-4,51.7,1,1,FP Superior,NO,43.3,2.1,1,1,7,8,0,0
2640,1972-08-09,55,Divorciado,Mujer,1,Soporte y Mantenimiento,Técnico de Soporte,Técnico Nivel C,17000,0,36,654,0,17654,2013-03-18,8,>8,31.2,1,3,Grado,SI,44.4,2.1,0,2,8,8,0,2
2641,1972-07-25,54,Viudo,Mujer,1,Producción,Operario,Administrativo,17000,0,30,305,0,17305,2012-04-15,9,>8,24,0,2,FP Superior,NO,63.3,3.1,1,1,7,9,0,3
2644,1995-10-21,31,Soltero,Mujer,0,Comercial,Comercial,Comercial,17000,970,40,398,1104,19472,2013-01-31,8,>8,25.1,0,0,FP Superior,NO,78.3,0.3,1,1,9,7,0,0
2645,1990-12-21,37,Soltero,Mujer,0,Soporte y Mantenimiento,Técnico de Soporte,Administrativo,17000,0,36,364,0,17364,2014-03-20,7,6-8,105,1,1,Grado,NO,55.6,2.2,1,2,7,8,0,0
2646,1968-04-26,60,Soltero,Mujer,0,Producción,Operario,Comercial,17000,990,36,355,1431,19777,2014-01-10,7,6-8,115.3,1,4,FP Superior,NO,10.8,5.1,1,1,9,9,0,0
2648,1994-10-18,36,Soltero,Mujer,2,Compras,Manager,Operario,25000,1240,29,289,2389,28917,2016-08-10,5,4-6,22.3,0,4,Máster,NO,64.6,1.1,1,3,11,6,0,0
2649,1970-01-18,61,Casado,Mujer,0,Producción,Operario,Técnico Nivel C,17000,0,32,582,0,17582,2017-03-25,4,2-4,50.5,3,0,Máster,NO,28,1.3,1,3,8,9,0,1
2653,1968-11-01,57,Divorciado,Mujer,1,Administración y Finanzas,Administrativo,Comercial,17000,974,33,334,1010,19317,2011-10-06,10,>8,25.5,0,2,Grado,NO,28.1,0.7,1,2,9,5,0,2
2657,1970-09-14,51,Casado,Mujer,1,Soporte y Mantenimiento,IT Soporte Interno,Ingeniero I+D,45000,0,30,985,0,45985,2007-10-04,14,>8,36.4,2,1,Máster,NO,16.6,2.3,1,3,0,8,0,1
2660,1997-09-09,36,Soltero,Mujer,1,Producción,Operario,Operario,25000,1249,36,359,1466,28074,2020-02-04,1,<2,64.1,2,5,Grado,NO,26.8,3.8,1,2,11,9,0,0
2663,1973-12-18,55,Soltero,Mujer,0,Soporte y Mantenimiento,IT Soporte Interno,Técnico Nivel A,28000,1395,27,400,0,29795,2015-06-13,6,4-6,36.8,2,0,Máster,NO,28.4,0.7,1,3,4,8,0,0
2666,1980-10-04,53,Casado,Mujer,0,Producción,Operario,Técnico Nivel A,28000,1390,27,409,0,29799,2020-01-09,1,<2,69.8,1,1,Grado,NO,32.4,4.5,1,2,4,9,0,1
2667,2004-02-26,26,Casado,Mujer,0,Producción,Técnico Nivel C,Comercial,17000,964,48,478,1707,20149,2015-10-18,6,4-6,23.8,0,0,FP Superior,NO,38.2,4.7,1,1,9,9,0,1
2668,1991-05-17,30,Soltero,Mujer,0,Producción,Operario,Operario,25000,1291,40,398,1572,28261,2007-11-29,13,>8,22.6,1,5,Grado,NO,56,1.3,1,2,11,9,0,0
2675,1967-11-21,60,Casado,Mujer,0,Soporte y Mantenimiento,Técnico de Soporte,Técnico Nivel C,17000,0,31,558,0,17558,2014-02-09,7,6-8,82.6,1,4,FP Superior,NO,32.5,2.2,1,1,8,8,0,1
2679,1999-05-27,31,Soltero,Mujer,0,Producción,Operario,Técnico Nivel B,31000,1463,28,415,0,32878,2015-12-24,5,4-6,35.5,1,4,Máster,NO,37.2,2.1,1,3,6,9,0,0
2680,1999-12-03,26,Casado,Mujer,1,Soporte y Mantenimiento,IT Soporte Interno,Operario,25000,1217,26,261,1782,28260,2012-01-20,9,>8,39.8,1,3,Máster,NO,28.2,1.1,1,3,11,8,0,1
2684,2000-11-26,33,Casado,Mujer,5,Soporte y Mantenimiento,Manager,Técnico Nivel C,17000,0,45,817,0,17817,2019-09-30,2,<2,83.2,4,1,Grado,NO,46.5,1.4,1,2,8,8,0,1
2686,2007-02-15,24,Soltero,Mujer,1,Marketing,Técnico Nivel C,Administrativo,17000,0,38,376,0,17376,2017-07-02,4,2-4,54.9,0,0,FP Superior,NO,17.5,0,1,1,7,1,0,0
2687,1970-09-20,59,Soltero,Mujer,0,Producción,Operario,IT Soporte Interno,16000,0,41,411,0,16411,2016-02-09,5,4-6,52.3,1,1,Grado,NO,29,1.9,1,2,5,9,0,0
2688,1972-10-27,56,Casado,Mujer,1,Comercial,Técnico Nivel C,Administrativo,17000,0,37,367,0,17367,2014-12-16,6,4-6,45,0,1,Máster,NO,61.7,0.5,1,3,7,7,0,1
2690,1994-10-31,30,Casado,Mujer,0,Comercial,Comercial,Operario,25000,1266,27,269,2943,29479,2010-09-18,11,>8,28.4,0,1,Grado,NO,82.8,2.3,1,2,11,7,0,1
2692,2005-11-26,26,Soltero,Mujer,0,Soporte y Mantenimiento,Técnico de Soporte,Administrativo,17000,0,35,350,0,17350,2018-06-01,3,2-4,68.6,1,2,Máster,NO,11.1,2.3,1,3,7,8,0,0
2693,2005-09-30,21,Casado,Mujer,1,Compras,Manager,Operario,25000,1223,27,266,1311,27799,2012-06-04,9,>8,33.7,2,2,Máster,NO,17.5,1.7,1,3,11,6,0,1
2696,2006-03-06,27,Soltero,Mujer,0,Compras,Técnico Nivel B,Operario,25000,1233,26,263,680,27176,2019-06-27,2,<2,76,2,3,Máster,NO,22.3,2.1,1,3,11,6,0,0
2698,1997-02-10,25,Casado,Mujer,0,Producción,Operario,Técnico Nivel B,31000,1422,31,472,0,32894,2008-05-30,13,>8,21.7,1,5,Máster,NO,12.1,3.7,1,3,6,9,0,1
2700,2003-03-26,25,Casado,Mujer,4,Dirección,Manager,Técnico Nivel B,31000,1481,35,521,0,33002,2014-10-08,7,6-8,134.2,0,4,Máster,NO,10.9,1.5,1,3,6,0,0,1
2705,1999-08-22,22,Soltero,Mujer,2,Compras,Manager,Operario,25000,1258,27,269,2826,29353,2007-11-07,13,>8,22.2,1,4,Máster,NO,65.4,1.1,1,3,11,6,0,0
2707,1981-11-03,44,Casado,Mujer,1,Producción,Operario,Técnico Nivel C,17000,0,35,624,0,17624,2011-05-30,10,>8,26.2,4,1,FP Medio,SI,28.3,2,0,0,8,9,0,1
2708,1992-09-29,39,Casado,Mujer,0,Soporte y Mantenimiento,Técnico de Soporte,Operario,25000,1247,33,331,507,27085,2018-01-09,3,2-4,47.1,1,4,Máster,NO,11.1,0.6,1,3,11,8,0,1
2709,2009-01-08,25,Casado,Mujer,0,Compras,Administrativo,Operario,25000,1212,32,316,1782,28310,2020-01-15,1,<2,73.4,0,4,Grado,NO,40.5,0.6,1,2,11,6,0,1
2710,1996-11-28,37,Casado,Mujer,1,Soporte y Mantenimiento,Técnico de Soporte,Técnico Nivel B,31000,1487,28,421,0,32908,2019-12-19,1,<2,79,2,2,Máster,NO,35.9,2.1,1,3,6,8,0,1
2713,2002-11-11,21,Casado,Mujer,0,Soporte y Mantenimiento,Técnico de Soporte,Operario,25000,1225,28,276,1154,27655,2009-08-27,12,>8,39.6,1,4,Máster,NO,23.1,0.4,1,3,11,8,0,1
2717,2001-01-14,29,Soltero,Mujer,1,Recursos Humanos,Manager,Administrativo,17000,0,37,370,0,17370,2016-05-31,5,4-6,20.7,1,1,Máster,SI,71.5,3.3,0,3,7,3,0,0
2722,1970-05-08,62,Soltero,Mujer,2,IT,Técnico de Soporte,Técnico Nivel A,28000,1335,27,400,0,29735,2018-08-12,3,2-4,72,3,0,Grado,NO,46,0.5,1,2,4,4,0,0
2724,1992-06-14,31,Soltero,Mujer,0,Recursos Humanos,Técnico Nivel C,Técnico Nivel B,31000,1472,27,408,0,32880,2009-01-16,12,>8,32.3,1,4,Grado,NO,11.2,4.9,1,2,6,3,0,0
2726,2004-04-28,29,Soltero,Mujer,0,Producción,Operario,Administrativo,17000,0,34,337,0,17337,2019-02-04,2,<2,65.5,0,0,Máster,SI,23.9,5.1,0,3,7,9,0,0
2728,2012-04-30,21,Soltero,Mujer,0,Producción,Manager,Administrativo,17000,0,30,299,0,17299,2019-09-03,2,<2,93.3,0,1,Grado,NO,42.3,2.5,1,2,7,9,0,0
2730,2009-08-24,21,Soltero,Mujer,1,Producción,Manager,Operario,25000,1252,33,328,698,27278,2016-12-08,4,2-4,68.5,1,1,Grado,NO,10.7,4,1,2,11,9,0,0
2732,1998-05-15,28,Casado,Mujer,0,Administración y Finanzas,Administrativo,Comercial,17000,962,30,297,1701,19961,2012-01-10,9,>8,24.6,1,2,FP Superior,NO,47.5,0.9,1,1,9,5,0,1
2733,1965-01-25,62,Casado,Mujer,0,Comercial,Manager,Técnico Nivel A,28000,1362,28,427,0,29789,2013-06-04,8,>8,24.5,1,1,Máster,NO,50.6,0.3,1,3,4,7,0,1
2734,1962-02-16,64,Viudo,Mujer,0,Compras,Técnico Nivel B,IT Soporte Interno,16000,0,34,340,0,16340,2012-07-03,9,>8,23.8,0,1,Máster,NO,20.1,1.8,1,3,5,6,0,3
2738,1970-03-11,51,Divorciado,Mujer,1,IT,Técnico de Soporte,Técnico Nivel C,17000,0,29,521,0,17521,2007-09-30,14,>8,26.3,2,3,Máster,NO,40.2,2,1,3,8,4,0,2
2742,1998-05-07,32,Casado,Mujer,3,Administración y Finanzas,Administrativo,Comercial,17000,987,34,345,462,18793,2016-02-23,5,4-6,31.9,0,4,FP Medio,NO,37.3,0,1,0,9,5,0,1
2746,1974-08-25,52,Divorciado,Mujer,1,Producción,Operario,Administrativo,17000,0,26,262,0,17262,2012-05-04,9,>8,22.9,1,0,Grado,NO,45.5,4.1,1,2,7,9,0,2
2749,1984-12-17,40,Casado,Mujer,0,Soporte y Mantenimiento,Técnico de Soporte,Operario,25000,1228,38,383,2960,29571,2011-06-17,10,>8,23.4,1,3,Grado,NO,12.2,1.9,1,2,11,8,0,1
2750,1996-03-03,25,Soltero,Mujer,0,Producción,Técnico Nivel A,Operario,25000,1294,37,368,2854,29516,2007-07-01,14,>8,21.9,2,4,Máster,NO,40,3.3,1,3,11,9,0,0
2751,1982-01-10,44,Casado,Mujer,0,Soporte y Mantenimiento,Técnico de Soporte,Operario,25000,1290,32,321,559,27170,2011-09-30,10,>8,37.6,2,5,Grado,NO,26.8,1.7,1,2,11,8,0,1
2753,1985-10-26,47,Casado,Mujer,1,Compras,Manager,Operario,25000,1231,28,277,2751,29260,2019-04-24,2,<2,90.2,0,2,Máster,NO,29.3,0.8,1,3,11,6,0,1
2754,1992-09-03,31,Casado,Mujer,0,IT,Técnico de Soporte,Técnico Nivel C,17000,0,49,883,0,17883,2009-08-10,12,>8,29.4,1,4,FP Medio,SI,48.7,1,0,0,8,4,0,1
2757,1965-09-18,58,Casado,Mujer,0,Producción,Operario,Comercial,17000,972,38,378,1915,20265,2010-01-03,11,>8,21.6,0,1,FP Medio,NO,57.6,4.9,1,0,9,9,0,1
2760,1977-01-22,48,Divorciado,Mujer,1,Producción,Operario,Comercial,17000,963,27,270,1366,19599,2011-06-27,10,>8,36.6,1,2,FP Superior,NO,37.2,2.2,1,1,9,9,0,2
2765,1968-05-22,54,Soltero,Mujer,1,Producción,Operario,Técnico Nivel A,28000,1375,29,430,0,29805,2008-02-24,13,>8,29.2,1,1,Grado,NO,58.4,3.7,1,2,4,9,0,0
2766,1984-06-18,45,Casado,Mujer,0,Comercial,Comercial,Comercial,17000,971,36,356,1044,19371,2015-03-23,6,4-6,22.6,0,3,FP Superior,NO,80.6,2.1,1,1,9,7,0,1
2769,1994-06-30,28,Soltero,Mujer,0,Producción,Operario,Operario,25000,1216,37,375,540,27131,2009-01-05,12,>8,31.9,2,0,Máster,NO,44.9,2.9,1,3,11,9,0,0
2770,2000-10-20,23,Soltero,Mujer,1,Soporte y Mantenimiento,Técnico de Soporte,Comercial,17000,991,29,286,453,18729,2009-12-24,11,>8,39.1,0,4,Grado,NO,24.3,0.8,1,2,9,8,0,0
2774,2001-09-21,24,Soltero,Mujer,0,Soporte y Mantenimiento,IT Soporte Interno,Operario,25000,1257,32,317,353,26927,2011-08-07,10,>8,35.9,0,1,Máster,NO,42.6,1.5,1,3,11,8,0,0
2777,1969-12-14,60,Casado,Mujer,1,Producción,Técnico Nivel A,Técnico de Soporte,28000,1341,30,298,0,29639,2015-07-17,6,4-6,48.9,1,6,FP Superior,NO,62,4.9,1,1,10,9,0,1
2780,1991-10-09,39,Soltero,Mujer,0,Producción,Operario,Administrativo,17000,0,35,349,0,17349,2017-03-06,4,2-4,43.9,1,1,Grado,NO,39.9,3.4,1,2,7,9,0,0
2791,1981-04-16,46,Soltero,Mujer,0,IT,Técnico de Soporte,Administrativo,17000,0,32,320,0,17320,2013-04-21,8,>8,36.4,1,1,Máster,NO,68.9,0,1,3,7,4,0,0
2795,1969-06-03,63,Viudo,Mujer,0,Soporte y Mantenimiento,Técnico Nivel A,Técnico Nivel B,31000,1418,39,579,0,32997,2018-12-05,2,<2,92.2,2,4,FP Superior,NO,19.3,0.5,1,1,6,8,0,3
2796,1981-12-09,42,Soltero,Mujer,0,Administración y Finanzas,Administrativo,Técnico Nivel C,17000,0,45,808,0,17808,2010-02-01,11,>8,25.2,2,4,Máster,NO,54.6,0.8,1,3,8,5,0,0
2799,2001-08-23,21,Soltero,Mujer,0,Soporte y Mantenimiento,Técnico Nivel C,Administrativo,17000,0,33,329,0,17329,2008-11-13,12,>8,35.1,1,0,Grado,NO,36.7,0.4,1,2,7,8,0,0
2801,1970-08-29,59,Casado,Mujer,1,Compras,Manager,IT Soporte Interno,16000,0,44,445,0,16445,2015-11-14,5,4-6,50,1,2,Grado,NO,17,2.3,1,2,5,6,0,1
2803,1996-01-12,27,Soltero,Mujer,0,Producción,Operario,Administrativo,17000,0,38,381,0,17381,2009-01-01,12,>8,21.5,1,1,Máster,SI,35.6,2.6,0,3,7,9,0,0
2804,2007-04-20,22,Soltero,Mujer,0,Investigación y Desarrollo,Ingeniero I+D,Técnico Nivel A,28000,1320,26,393,0,29713,2015-02-03,6,4-6,54.9,3,1,Máster,NO,13.3,0.1,1,3,4,2,0,0
2808,1964-11-25,59,Casado,Mujer,1,Producción,Manager,Técnico Nivel A,28000,1326,28,421,0,29748,2009-10-04,12,>8,34.3,1,0,Máster,NO,25.1,3.3,1,3,4,9,0,1
2809,1991-07-06,30,Casado,Mujer,0,Producción,Operario,Operario,25000,1239,39,395,1631,28265,2007-05-13,14,>8,29.7,2,3,Máster,NO,28.4,3.6,1,3,11,9,0,1
2814,2010-05-31,21,Casado,Mujer,0,Soporte y Mantenimiento,Manager,Operario,25000,1219,28,284,859,27362,2017-09-04,4,2-4,54.1,2,5,Grado,NO,49.5,1.4,1,2,11,8,0,1
2816,2003-09-14,22,Soltero,Mujer,0,IT,Técnico de Soporte,Administrativo,17000,0,29,295,0,17295,2011-08-21,10,>8,21,1,2,Grado,NO,56.4,2.6,1,2,7,4,0,0
2817,1996-10-06,31,Soltero,Mujer,1,Recursos Humanos,Manager,Administrativo,17000,0,38,383,0,17383,2013-08-17,8,>8,34.5,1,0,Grado,NO,50.3,2.5,1,2,7,3,0,0
2825,1983-01-26,42,Soltero,Mujer,0,IT,Técnico de Soporte,Operario,25000,1282,32,320,1353,27955,2010-10-04,11,>8,20.3,0,2,Máster,NO,44.1,1.8,1,3,11,4,0,0
2826,1995-11-03,37,Soltero,Mujer,0,Producción,Operario,Administrativo,17000,0,30,302,0,17302,2019-04-10,2,<2,69.5,1,2,Máster,NO,19.4,4.4,1,3,7,9,0,0
2827,1983-03-27,46,Divorciado,Mujer,1,Comercial,Comercial,Administrativo,17000,0,39,392,0,17392,2015-06-21,6,4-6,49.1,0,0,Máster,SI,73.5,2.9,0,3,7,7,0,2
2832,1974-05-27,58,Casado,Mujer,1,Compras,Manager,IT Soporte Interno,16000,0,50,499,0,16499,2018-07-29,3,2-4,66.1,0,5,FP Superior,NO,35.5,1.6,1,1,5,6,0,1
